title_id,title,excluded_oov,oov_test,test,train,val,total
17800,An aerial image. It shows: Rest area along the road.,0,0,36,225,27,288
1393,An aerial image. It shows: Asphalt road classified as tertiary.,0,0,23,238,26,287
4289,An aerial image. It shows: Car shop building.,0,0,31,231,24,286
11586,An aerial image. It shows: Marina on leisure land.,0,0,21,245,20,286
23801,An aerial image. It shows: Uncontrolled zebra crossing with central island.,0,0,31,228,27,286
7571,An aerial image. It shows: Flat-roofed apartment building.,0,0,17,243,23,283
8691,An aerial image. It shows: Golf course surrounded by greenery.,0,0,33,228,22,283
18760,An aerial image. It shows: Secondary link road with asphalt surface.,0,0,16,236,31,283
22991,An aerial image. It shows: Tram crossing on the railway.,266,17,0,0,0,283
12754,An aerial image. It shows: Needle-leaved tree in natural setting.,0,0,3,275,4,282
23221,An aerial image. It shows: Trunk link highway with asphalt surface.,0,0,31,219,30,280
24430,An aerial image. It shows: Wall made of dry stone.,0,0,7,263,9,279
4373,An aerial image. It shows: Catenary mast for power lines.,0,0,30,247,1,278
16398,An aerial image. It shows: Railway bridge.,234,41,0,0,0,275
3146,An aerial image. It shows: Building housing car shop.,0,0,22,224,27,273
500,An aerial image. It shows: American football pitch.,0,0,33,219,19,271
11687,An aerial image. It shows: Marked crossing with zebra stripes on the road.,241,30,0,0,0,271
11828,An aerial image. It shows: Marsh wetland.,0,0,25,226,19,270
20411,An aerial image. It shows: Softball pitch for leisure land activities.,0,0,26,214,30,270
4163,An aerial image. It shows: Cabin.,0,0,18,250,1,269
8150,An aerial image. It shows: Fountain.,0,0,26,218,25,269
2324,An aerial image. It shows: Beautiful vineyard in the countryside.,0,0,42,185,40,267
12755,An aerial image. It shows: Needle-leaved tree in nature.,0,0,1,258,7,266
4130,An aerial image. It shows: Bus stop with shelter. It is platform for public transport.,234,31,0,0,0,265
9167,An aerial image. It shows: Grave yard.,0,0,17,227,21,265
23233,An aerial image. It shows: Trunk link road with asphalt surface.,0,0,21,223,21,265
20410,An aerial image. It shows: Softball pitch for leisure and sport activities.,0,0,27,203,34,264
9631,An aerial image. It shows: Healthcare clinic is depicted in the image.,0,0,21,218,24,263
12753,An aerial image. It shows: Needle-leaved tree in its natural environment.,0,0,1,260,2,263
17307,An aerial image. It shows: Residential road with asphalt surface and separate sidewalk.,246,16,0,0,0,262
11202,An aerial image. It shows: Lattice structure tower.,0,0,36,203,20,259
18950,An aerial image. It shows: Secondary road with asphalt surface leading to roundabout.,0,0,24,210,25,259
543,An aerial image. It shows: Apartment building with flat roof.,0,0,10,199,48,257
3286,An aerial image. It shows: Building that houses car shop.,0,0,14,218,25,257
5761,An aerial image. It shows: Crossing road.,0,0,31,190,35,256
11842,An aerial image. It shows: Mast tower used for communication.,0,0,24,205,27,256
6071,An aerial image. It shows: Department store building.,0,0,23,199,33,255
22685,An aerial image. It shows: Track road with grade3 tracktype.,0,0,18,211,26,255
2445,An aerial image. It shows: Bicycle parking area.,0,0,11,214,29,254
