system,query,rank,gate_global_weight,sample_id,source_title,image_path,center_lon,center_lat,coarse_rank,relevance,sol_confidence,sol_visible_evidence,relevant,terra_confidence,terra_visible_evidence
gated_highres,skatepark,12,0.553607702255249,a814580969_US_19,An aerial image. It shows: Equestrian pitch for leisure land use.,/data/tessera_dataset/image-emb-text/images3/a814580969_US_19.jpg,-75.51057255,40.5630208,63,1,0.61,"Small oval light-colored surfaced area with a few indistinct dark marks, but no clearly identifiable skate ramps, rails, bowls, or connected skate features.",True,0.72,"A large dedicated pale concrete recreation surface is visible with multiple small dark ramp-like features distributed across it, consistent with a skatepark layout."
gated_highres,skatepark,13,0.553607702255249,w729749465_US_20,An aerial image. It shows: Bridge leading to river rafting attraction.,/data/tessera_dataset/image-emb-text/images3/w729749465_US_20.jpg,-121.97094956879567,37.39731681318336,78,1,0.78,"A winding recreational path or track is visible among trees, but no clearly identifiable skate bowls, half-pipes, ramps, or rails can be seen.",False,0.95,"Curving paths, trees, landscaping, and small rectangular structures are visible, without identifiable skatepark features."
gated_highres,skatepark,14,0.553607702255249,w729228228_US_20,An aerial image. It shows: Raceway for motor karting enthusiasts.,/data/tessera_dataset/image-emb-text/images3/w729228228_US_20.jpg,-121.97040405298624,37.3941284304629,55,2,0.62,"Purpose-built looping paved course with tight curves and landscaped islands, but no clearly identifiable skate ramps, bowls, half-pipes, or rails; it may be a cycling or traffic course.",False,0.98,"The visible feature is a landscaped looping pedestrian path/plaza area with grass islands and trees; no skate ramps, bowls, rails, or skate surface are identifiable."
gated_highres,skatepark,15,0.553607702255249,w729228227_US_20,An aerial image. It shows: Raceway for motor karting enthusiasts.,/data/tessera_dataset/image-emb-text/images2/w729228227_US_20.jpg,-121.97005983832028,37.39422384059411,11,3,0.82,"Purpose-built continuous paved loop with tight curves, raised-looking transitions, and a central angular feature; visually consistent with a compact skate or pump layout.",False,0.98,"The image shows landscaped curving walkways and grass islands beside buildings, not a purpose-built skatepark."
gated_highres,skatepark,16,0.553607702255249,a603541159_US_21,An aerial image. It shows: Parking area with surface.,/data/tessera_dataset/image-emb-text/images6/a603541159_US_21.jpg,-94.8262654996941,39.76304394858562,47,2,0.66,"The left side contains a purpose-shaped paved recreation area with several geometric raised or recessed-looking elements, making a skate layout plausible, though the low resolution prevents clear identification of ramps or bowls.",False,0.99,"A parking lot, ballfield/diamond, roads, and open grass are visible; no skatepark elements are visible."
gated_highres,skatepark,17,0.553607702255249,n8864584656_US_22,An aerial image. It shows: Parking space.,/data/tessera_dataset/image-emb-text/images5/n8864584656_US_22.jpg,-87.2863229752667,30.39920187502782,6,0,0.99,"Buildings, parking, open pavement, and a colorful playground are visible; no skatepark features.",False,0.99,"Building roofs, parking areas, and surrounding pavement are visible; there are no identifiable skate features."
gated_highres,skatepark,18,0.553607702255249,n1204180738_CH_20,An aerial image. It shows: Playground with slide.,/data/tessera_dataset/image-emb-text/images5/n1204180738_CH_20.jpg,6.561787107875203,46.53393960508413,14,0,0.99,Small grassy playground with a clearly visible slide beside parking; no skate features.,False,0.98,"Residential yard, parked cars, paths, and a narrow green object are visible; no continuous skate layout or identifiable skate equipment is present."
gated_highres,skatepark,19,0.553607702255249,a196819801_US_18,An aerial image. It shows: Parking area.,/data/tessera_dataset/image-emb-text/images7/a196819801_US_18.jpg,-121.51058137548904,38.67148550860489,100,0,1.0,"Parking lots, tennis courts, landscaped grounds, playground, and swimming pool; no visible skatepark.",False,0.99,"Parking lots, tennis courts, a pool-like water feature, buildings, and landscaped grounds are visible; no skatepark is visible."
gated_highres,skatepark,20,0.553607702255249,a737383733_US_19,An aerial image. It shows: Basketball court on pitch.,/data/tessera_dataset/image-emb-text/images5/a737383733_US_19.jpg,-74.95040631518927,40.05035519022808,94,0,1.0,"Sports courts, playing fields, roads, and buildings; no skate structures visible.",False,0.99,"A baseball diamond, basketball court, playing field, road, and houses are visible; no identifiable skatepark features are present."
gated_highres,skatepark,21,0.553607702255249,a34586973_FI_20,An aerial image. It shows: Parking area.,/data/tessera_dataset/image-emb-text/images2/a34586973_FI_20.jpg,24.972162958736668,60.19327755537234,16,0,0.99,"Residential or institutional buildings, parking areas, open grass, and marked courts are visible; no skatepark layout.",False,0.99,"Buildings, parking areas, roads, and grass; no skatepark structures visible."
gated_highres,skatepark,22,0.553607702255249,a1095115558_US_21,An aerial image. It shows: Rest area on the road.,/data/tessera_dataset/image-emb-text/images4/a1095115558_US_21.jpg,-82.33606823133962,33.49804370230049,12,0,0.99,"Visible area is a road and parking strip beside trees; no skate bowls, ramps, rails, or continuous skate layout.",False,0.97,"Curved roadway or parking area with vehicles and trees; no identifiable ramps, bowls, rails, or skate layout."
gated_highres,skatepark,23,0.553607702255249,n3619561712_CH_20,An aerial image. It shows: Bicycle parking area with wall loops.,/data/tessera_dataset/image-emb-text/images3/n3619561712_CH_20.jpg,6.822624440478624,46.468977291752566,9,0,0.99,Small marked parking or access area beside grass and a wall; no skatepark structures.,False,0.98,Small triangular paved/roof-like surface beside roads and vegetation; no skatepark features visible.
gated_highres,skatepark,24,0.553607702255249,a999905201_CH_20,An aerial image. It shows: Parking lane area.,/data/tessera_dataset/image-emb-text/images3/a999905201_CH_20.jpg,7.125455499999999,47.4059616,66,0,1.0,Marked parking spaces along a roadway or paved lot; no skate features.,False,0.99,Marked parking spaces with traffic cones beside a roadway; no skatepark features visible.
gated_highres,skatepark,25,0.553607702255249,a932662697_US_21,An aerial image. It shows: Parking area.,/data/tessera_dataset/image-emb-text/images4/a932662697_US_21.jpg,-119.34160490853372,46.25899159296738,90,0,1.0,"Buildings, roads, lawns, vacant ground, and a marked parking lot are visible; there is no skatepark.",False,0.99,"Large parking lot, roads, building, and landscaped grass; no purpose-built skate structures visible."
gated_highres,skatepark,26,0.553607702255249,a263567597_US_21,An aerial image. It shows: Parking area.,/data/tessera_dataset/image-emb-text/images4/a263567597_US_21.jpg,-78.4593007,37.2474375,93,0,1.0,"Parking lot, paths, lawn, and trees only.",False,0.99,Curving parking road with parked vehicles and surrounding wooded paths; no skatepark layout visible.
gated_highres,skatepark,27,0.553607702255249,n7286344182_US_20,An aerial image. It shows: Veterinary facility.,/data/tessera_dataset/image-emb-text/images3/n7286344182_US_20.jpg,-83.24186624725556,42.227926703981225,97,0,1.0,Commercial building and parking lots surrounded by residences and trees; no skatepark visible.,False,0.99,"Building, parking lots, residential yards, and a small pool; no skatepark features visible."
gated_highres,skatepark,28,0.553607702255249,w884004075_US_21,An aerial image. It shows: Driveway leading to service road.,/data/tessera_dataset/image-emb-text/images5/w884004075_US_21.jpg,-72.41185178019163,41.86908221908125,18,0,0.99,"Road intersection, houses, trees, and parking lot only; no skatepark features.",False,0.99,"Residential road intersection, vehicles, trees, and parking; no ramps, bowls, rails, or skate layout visible."
gated_highres,skatepark,29,0.553607702255249,w778297044_CH_19,An aerial image. It shows: Paved steps.,/data/tessera_dataset/image-emb-text/images6/w778297044_CH_19.jpg,8.704003204694732,47.34534661184824,80,0,1.0,Close aerial view of dark building roofs beside pavement and dry ground; no skatepark features.,False,0.98,Dark water or shadowed surface bordered by pavement/embankment; no identifiable skatepark structures visible.
gated_highres,skatepark,30,0.553607702255249,a525567214_CH_20,An aerial image. It shows: Miniature golf course.,/data/tessera_dataset/image-emb-text/images2/a525567214_CH_20.jpg,6.962682542694094,46.32311355322327,75,0,1.0,Fenced miniature-golf-style course with many narrow lanes and putting obstacles; it is not a skatepark.,False,1.0,"Cemetery with grave markers, paths, trees, and adjacent roads; no skatepark features visible."
gated_highres,skatepark,31,0.553607702255249,a454613812_US_21,An aerial image. It shows: Brownfield site.,/data/tessera_dataset/image-emb-text/images7/a454613812_US_21.jpg,-112.25828932168469,33.55558638396972,19,0,0.99,Large disturbed dirt or construction area between buildings and landscaping; no purpose-built skate structures.,False,0.99,"Large bare dirt construction area with surrounding buildings, roads, and trees; no skate features visible."
gated_highres,skatepark,32,0.553607702255249,a192734608_US_21,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images3/a192734608_US_21.jpg,-83.64611949417142,41.38446109821432,21,0,0.99,"Parking lot, roadway, lawn, and trees; no visible skate features.",False,0.99,"Parking lot, access road, and grass field; no bowls, ramps, rails, or skate layout visible."
gated_highres,skatepark,33,0.553607702255249,a822751425_US_19,An aerial image. It shows: Community garden filled with leisure land.,/data/tessera_dataset/image-emb-text/images3/a822751425_US_19.jpg,-74.9337026766161,40.03959965091798,24,0,0.99,"Large park containing fields, paths, parking, gardens, and an ordinary playground; no skatepark structures.",False,0.98,"Cemetery-like rows, lawns, paths, buildings, and parking; no purpose-built skate elements visible."
gated_highres,skatepark,34,0.553607702255249,a468935326_US_19,An aerial image. It shows: Miniature golf leisure land.,/data/tessera_dataset/image-emb-text/images6/a468935326_US_19.jpg,-75.24730428490048,40.870892767035805,26,0,0.99,Landscaped miniature-golf-style course with narrow green lanes and obstacles; not a skatepark.,False,0.96,"Landscaped residential or park area with a circular paved feature and vegetation; no identifiable skatepark ramps, bowls, or rails."
gated_highres,skatepark,35,0.553607702255249,n4097837715_CH_18,An aerial image. It shows: Bollard.,/data/tessera_dataset/image-emb-text/images6/n4097837715_CH_18.jpg,7.475633961751555,46.80712957417482,28,0,0.99,"Open paved plaza or courtyard with benches, planters, and surface markings; no ramps, bowls, or rails.",False,0.97,Open paved surface beside a building with painted line markings and small fixed objects; no continuous skate layout or identifiable ramps visible.
gated_highres,skatepark,36,0.553607702255249,n9982334759_US_21,An aerial image. It shows: Weighbridge facility.,/data/tessera_dataset/image-emb-text/images6/n9982334759_US_21.jpg,-80.24106622372415,33.70446251725501,30,0,0.99,"Industrial or commercial parking area, access road, and narrow grass median; no skatepark visible.",False,0.99,"Industrial/commercial roadside area with parking, buildings, and linear infrastructure; no skatepark features visible."
gated_highres,skatepark,37,0.553607702255249,n5073771171_US_21,An aerial image. It shows: Disc golf course designed for leisure and sport.,/data/tessera_dataset/image-emb-text/images7/n5073771171_US_21.jpg,-105.10877458183953,39.993098818555495,40,0,0.99,Open grassy land with narrow paths or tracks and scattered trees; no purpose-built skatepark features.,False,0.99,Grassy open land with informal paths and trees; no built skate structures visible.
gated_highres,skatepark,38,0.553607702255249,w670355513_US_20,An aerial image. It shows: Driveway leading to service road.,/data/tessera_dataset/image-emb-text/images2/w670355513_US_20.jpg,-78.55678720359721,35.80309716467879,41,0,0.99,"Parking lots, a large building, curved road, and dense trees are visible; no skate features appear.",False,0.99,"Curved road, parking lot, building, and wooded area; no skate bowls, ramps, rails, or skate layout visible."
gated_highres,skatepark,39,0.553607702255249,a173058843_US_20,An aerial image. It shows: Lovely park for leisure and relaxation.,/data/tessera_dataset/image-emb-text/images6/a173058843_US_20.jpg,-95.46613081510608,30.1615105744154,43,0,0.99,"Open grass, wooded strips, roads, and winding pedestrian paths are visible; no skatepark structures.",False,0.99,"Green corridor with walking paths, trees, and a road; no purpose-built skatepark infrastructure visible."
gated_highres,skatepark,40,0.553607702255249,n10048020690_CH_20,An aerial image. It shows: Picnic table located in leisure land area.,/data/tessera_dataset/image-emb-text/images7/n10048020690_CH_20.jpg,6.582444300748216,46.52170360445776,48,0,0.99,Three rectangular bench-like objects sit on a small concrete pad beside a building and landscaping; no skatepark layout is present.,False,0.98,"Building-adjacent lawn and rectangular paved/utility-looking area; no identifiable skate ramps, bowls, rails, or continuous skate layout visible."
gated_highres,skatepark,41,0.553607702255249,n8618187118_CH_20,An aerial image. It shows: Playground with swings.,/data/tessera_dataset/image-emb-text/images4/n8618187118_CH_20.jpg,7.334506098986067,46.22309965268194,57,0,0.99,Small playground area with a blue slide on safety surfacing; no skate features.,False,0.99,"Rubberized playground area with play equipment; no identifiable skate ramps, bowls, rails, or continuous skate layout."
gated_highres,skatepark,42,0.553607702255249,a882003178_US_19,An aerial image. It shows: Rest area along the road.,/data/tessera_dataset/image-emb-text/images3/a882003178_US_19.jpg,-96.10986295,41.9932706,60,0,0.99,Large striped parking or roadside paved area beside trees and a highway; no skatepark features.,False,1.0,Roadway and paved traffic infrastructure beside trees; no skatepark features visible.
gated_highres,skatepark,43,0.553607702255249,a29701580_US_21,An aerial image. It shows: School.,/data/tessera_dataset/image-emb-text/images2/a29701580_US_21.jpg,-71.81609402717362,42.2237442910337,61,0,0.99,"School-like building, parking area, lawn, and painted circular pavement markings; no skate bowls, ramps, rails, or continuous skate layout visible.",False,0.99,"Building, parking area, lawn, and a small painted paved area; no visible skatepark structures."
gated_highres,skatepark,44,0.553607702255249,a278756630_US_19,An aerial image. It shows: Basketball court on pitch.,/data/tessera_dataset/image-emb-text/images6/a278756630_US_19.jpg,-75.50994589661626,40.593838343012,62,0,0.99,Open paved plaza beside multiple marked sports courts and park paths; no identifiable skate obstacles.,False,1.0,"Basketball or multi-sport courts and an adjacent open paved area; no skate ramps, bowls, or rails visible."
gated_highres,skatepark,45,0.553607702255249,n10676093447_CH_20,An aerial image. It shows: Bench.,/data/tessera_dataset/image-emb-text/images2/n10676093447_CH_20.jpg,6.839335058305405,46.461602346583504,64,0,0.99,Tree-covered paved plaza and adjacent road; no purpose-built skate features visible.,False,1.0,Tree-lined street and paved paths near buildings; no skatepark layout or equipment visible.
gated_highres,skatepark,46,0.553607702255249,n10588797000_CH_21,An aerial image. It shows: Picnic table located in leisure land area.,/data/tessera_dataset/image-emb-text/images7/n10588797000_CH_21.jpg,8.164865809823457,47.60337957105703,65,0,0.99,"Grass, curved pedestrian paths, road, and small street fixtures; no skatepark layout or obstacles.",False,0.99,Curving pedestrian paths through grass with benches or small street furniture; no skatepark features visible.
gated_highres,skatepark,47,0.553607702255249,w892983707_FI_21,An aerial image. It shows: Marked footway crossing with asphalt surface and crossing island.,/data/tessera_dataset/image-emb-text/images4/w892983707_FI_21.jpg,26.043548796965236,61.20228297000149,68,0,0.99,Tree-filled park with intersecting paths and small roofed structures; no skatepark features visible.,False,1.0,"Wooded area with paths, roads, and small roofed structures; no skatepark structures visible."
gated_highres,skatepark,48,0.553607702255249,n10873052435_CH_20,An aerial image. It shows: Concrete bench.,/data/tessera_dataset/image-emb-text/images6/n10873052435_CH_20.jpg,5.998791209986245,46.18881581489516,69,0,0.99,"Edge of a fenced green sports court beside paths, landscaping, and marked pavement; no skate obstacles.",False,1.0,"Tennis court, roadway markings, and pedestrian path; no skatepark features visible."
gated_highres,skatepark,49,0.553607702255249,a206190664_US_19,An aerial image. It shows: Cemetery.,/data/tessera_dataset/image-emb-text/images7/a206190664_US_19.jpg,-74.93479453913812,40.02361353104895,71,0,0.99,"Residential area, roads, parking lots, lawns, and cemetery-like rows are visible; no skate bowls, ramps, rails, or continuous skate layout.",False,1.0,"Residential streets, parking, and a cemetery-like lawn with markers; no skatepark structures visible."
gated_highres,skatepark,50,0.553607702255249,w820530183_US_20,An aerial image. It shows: Driveway.,/data/tessera_dataset/image-emb-text/images3/w820530183_US_20.jpg,-86.0949697,40.7287665,72,0,0.99,"Dense woodland, winding paths, lawns, and buildings are visible; no identifiable skatepark features.",False,1.0,Woodland with winding paths and scattered buildings or clearings; no skatepark features visible.
gated_highres,skatepark,51,0.553607702255249,a628405457_US_20,An aerial image. It shows: Dog park with grassy surface enclosed by fence.,/data/tessera_dataset/image-emb-text/images3/a628405457_US_20.jpg,-90.46225252575238,42.73262089720293,73,0,0.99,"Landscaped lawn with pedestrian paths, roads, and large buildings; no visible skate obstacles or skate layout.",False,0.99,"Grass, paths, trees, roads, and buildings are visible; no skate ramps, bowls, rails, or continuous skate layout."
gated_highres,skatepark,52,0.553607702255249,w128671999_CH_19,An aerial image. It shows: Compacted driveway serving as service road.,/data/tessera_dataset/image-emb-text/images7/w128671999_CH_19.jpg,8.774037262192248,47.392431988782086,74,0,0.99,"Road junction, sidewalks, gravel pavement, and small street fixtures only; no skatepark equipment.",False,1.0,"A road junction, pavement, and a vehicle are visible; no purpose-built skatepark features."
gated_highres,skatepark,53,0.553607702255249,a47777628_US_20,An aerial image. It shows: Commercial building.,/data/tessera_dataset/image-emb-text/images6/a47777628_US_20.jpg,-78.58509864999999,35.82537405,76,0,0.99,Only a rectangular roof or parking-like surface and a narrow grass strip are visible; no skate features.,False,1.0,A large roofed building and adjacent paved area are visible; no skatepark structures.
gated_highres,skatepark,54,0.553607702255249,n2318114062_US_19,An aerial image. It shows: Historic memorial featuring sculpture.,/data/tessera_dataset/image-emb-text/images2/n2318114062_US_19.jpg,-75.1420353,39.9478581,84,0,0.99,"Landscaped urban park with circular walking paths, trees, and lawn; no bowls, ramps, rails, or skate layout visible.",False,0.99,"A landscaped circular plaza or garden with paths and trees is visible; no ramps, bowls, rails, or skate layout."
gated_highres,skatepark,55,0.553607702255249,a218115757_US_20,An aerial image. It shows: Basketball court in the leisure land pitch.,/data/tessera_dataset/image-emb-text/images7/a218115757_US_20.jpg,-118.09581341807068,33.946753410079744,86,0,0.99,"Sports courts, playground areas, paths, lawns, and pools are visible; no purpose-built skate features appear.",False,0.99,"Sports courts, a playground-like area, pool, parking, and lawns are visible; no identifiable skatepark features."
gated_highres,skatepark,56,0.553607702255249,n4007930896_CH_18,An aerial image. It shows: Bicycle rental service.,/data/tessera_dataset/image-emb-text/images2/n4007930896_CH_18.jpg,8.794305736276613,46.1677757222996,87,0,0.99,Red surfaced seating area with multiple benches beside trees and paths; no skate infrastructure is visible.,False,1.0,"Picnic tables on a red paved surface and surrounding trees are visible; no skate ramps, bowls, or rails."
gated_highres,skatepark,57,0.553607702255249,a988200178_US_21,An aerial image. It shows: Asphalt surface in schoolyard.,/data/tessera_dataset/image-emb-text/images2/a988200178_US_21.jpg,-89.57421231966066,40.70911622188734,89,0,0.99,"Open lawns, trees, paths, a track, and ordinary paved areas are visible; no skatepark features are identifiable.",False,0.96,"Grass, paths, trees, and rectangular paved court-like areas are visible; no identifiable skatepark ramps, bowls, rails, or continuous layout."
gated_highres,skatepark,58,0.553607702255249,a1098813714_US_21,An aerial image. It shows: Miniature golf leisure land.,/data/tessera_dataset/image-emb-text/images6/a1098813714_US_21.jpg,-77.66584390853825,39.64424613245517,91,0,0.99,"Landscaped playground beside a parking lot; no visible skate bowls, ramps, rails, or continuous skate layout.",False,0.99,"Landscaped grounds with winding paths, vegetation, and a parking lot are visible; no skatepark structures."
gated_highres,skatepark,59,0.553607702255249,n3639848872_CH_18,An aerial image. It shows: Fountain.,/data/tessera_dataset/image-emb-text/images4/n3639848872_CH_18.jpg,8.781244628604739,46.16806191311227,95,0,0.99,Small paved seating or play area with benches and a circular feature; no skatepark equipment or layout.,False,1.0,"A small circular fountain or feature, benches, pavement, and parking markings are visible; no skatepark features."
gated_highres,skatepark,60,0.553607702255249,n8842137373_CH_20,An aerial image. It shows: Parking area.,/data/tessera_dataset/image-emb-text/images6/n8842137373_CH_20.jpg,6.947618509979957,46.25906913201119,98,0,0.99,Building-side paved walkway and grass; no skatepark features.,False,1.0,"Roads, grass, vehicles, and building roofs are visible; no purpose-built skatepark."
gated_highres,skatepark,61,0.553607702255249,a684485081_US_20,An aerial image. It shows: Playground area for leisure activities on the land.,/data/tessera_dataset/image-emb-text/images7/a684485081_US_20.jpg,-80.26727693988495,35.82852691457671,99,0,0.99,"Neighborhood park with paths, lawn, and an ordinary playground; no skate layout or skate obstacles.",False,0.98,"Grassy park area with walking paths and small playground-like features; no identifiable skate ramps, bowls, rails, or continuous skate layout."
gated_highres,skatepark,62,0.553607702255249,n8815466992_CH_20,An aerial image. It shows: Fountain.,/data/tessera_dataset/image-emb-text/images4/n8815466992_CH_20.jpg,6.946054870939031,46.27028666735012,2,0,0.98,"Parking spaces, vehicles, landscaping, and a small paved feature are visible; no skatepark elements.",False,0.99,"Parking spaces, vehicles, landscaping, and building-adjacent pavement are visible; no skatepark features."
gated_highres,skatepark,63,0.553607702255249,n370382905_CH_20,An aerial image. It shows: Bench.,/data/tessera_dataset/image-emb-text/images5/n370382905_CH_20.jpg,6.839749732141555,46.459290932709706,10,0,0.98,"Paved plaza with benches, stairs, roofs, and part of an octagonal structure; no identifiable skate obstacles.",False,0.98,Open paved plaza beside buildings with benches or street furniture; no identifiable skate obstacles or skate layout.
gated_highres,skatepark,64,0.553607702255249,a872261342_CH_20,An aerial image. It shows: Bicycle parking area with stands available.,/data/tessera_dataset/image-emb-text/images4/a872261342_CH_20.jpg,6.585909384594208,46.53033267395156,23,0,0.98,Small paved area beside a road with bicycle racks and a shelter-like structure; no skate layout.,False,0.94,"Paved area with a repeated row of rack-like structures and a dark rectangular structure; no clearly identifiable ramps, bowl, rails, or skatepark layout."
gated_highres,skatepark,65,0.553607702255249,w788932689_US_22,An aerial image. It shows: Path for both roads and golfers.,/data/tessera_dataset/image-emb-text/images7/w788932689_US_22.jpg,-84.19168233728894,33.99750477066205,27,0,0.98,Bare recreational land and paths beside water; no visible purpose-built skate features.,False,0.99,Sandy shoreline and water with scattered trees; no built skatepark infrastructure.
gated_highres,skatepark,66,0.553607702255249,a719022704_US_20,"An aerial image. It shows: Designated area for dogs to play, dog park.",/data/tessera_dataset/image-emb-text/images2/a719022704_US_20.jpg,-93.76196125,38.7709722,34,0,0.98,Large plain rectangular light-colored court or field with a few small objects; no purpose-built skate structures or layout.,False,0.99,Large plain rectangular paved or roof-like surface with small scattered marks; no identifiable skatepark structures.
gated_highres,skatepark,67,0.553607702255249,a709386035_US_20,An aerial image. It shows: Paved parking area.,/data/tessera_dataset/image-emb-text/images7/a709386035_US_20.jpg,-94.71907697064378,33.014611289263186,36,0,0.98,"Grass field, buildings, parking rows, and a curved reddish path or track are visible; no skatepark features.",False,0.99,"Commercial or institutional buildings, parking lots, and grass are visible; no skatepark features."
gated_highres,skatepark,68,0.553607702255249,n3452026233_FI_20,"An aerial image. It shows: Memorial, which is of historic significance.",/data/tessera_dataset/image-emb-text/images3/n3452026233_FI_20.jpg,24.91860649858134,60.16960071793206,44,0,0.98,Tree-covered grounds with intersecting paths and rows of small plots or markers are visible; no skate obstacles or continuous skate surface.,False,0.99,Tree-covered grounds with paths and a dense array of grave-like plots or markers; no skatepark infrastructure.
gated_highres,skatepark,69,0.553607702255249,a965693751_CH_20,An aerial image. It shows: Playground area for leisure activities on the land.,/data/tessera_dataset/image-emb-text/images5/a965693751_CH_20.jpg,6.566532627616244,46.524925343426936,45,0,0.98,"A small landscaped courtyard between buildings contains grass, paths, and seating-like objects; no visible skatepark features.",False,0.98,"Building-adjacent landscaped yard with pavement and small equipment or play-area-like elements; no visible skate ramps, bowls, rails, or continuous skate layout."
