system,query,rank,gate_global_weight,sample_id,source_title,image_path,center_lon,center_lat,coarse_rank,relevance,confidence_x,visible_evidence_x,relevant,confidence_y,visible_evidence_y
gated_highres,river,18,0.5627003908157349,n6157926136_US_18,An aerial image. It shows: Bridge supported by pillars.,/data/tessera_dataset/image-emb-text/images3/n6157926136_US_18.jpg,-79.59237019744054,36.05701233351071,22,3,0.92,"A narrow, continuous water channel runs horizontally through dense forest.",True,0.96,"A broad dark waterway runs horizontally through tree cover, with a narrow crossing or structure visible."
gated_highres,river,19,0.5627003908157349,a963432433_US_18,An aerial image. It shows: Pond surrounded by natural water.,/data/tessera_dataset/image-emb-text/images5/a963432433_US_18.jpg,-79.18147955334425,36.13052317942908,58,4,0.99,Unambiguous winding dark river channel forming a broad meander through dense forest.,True,0.99,A winding dark river and a joining branch are visible amid dense forest.
gated_highres,river,20,0.5627003908157349,w306047603_US_21,An aerial image. It shows: Abandoned truss bridge on path.,/data/tessera_dataset/image-emb-text/images7/w306047603_US_21.jpg,-81.51829585553426,34.42286777751625,100,4,0.98,Distinct narrow river channel runs vertically between dense tree-covered banks.,True,0.98,"A straight, broad brown water channel is visible between dense tree-lined banks."
gated_highres,river,21,0.5627003908157349,a128476060_CH_19,An aerial image. It shows: Serene pond surrounded by nature.,/data/tessera_dataset/image-emb-text/images3/a128476060_CH_19.jpg,8.795430171704776,47.35221362468224,24,3,0.9,"A narrow winding natural stream or small river crosses open ground, with visible banks and rocks.",True,0.98,"A narrow dark-water channel runs diagonally through grass and trees, with natural irregular banks."
gated_highres,river,22,0.5627003908157349,w513176628_US_21,An aerial image. It shows: Residential road with bridge.,/data/tessera_dataset/image-emb-text/images6/w513176628_US_21.jpg,-107.40538,37.0759462,39,3,0.94,A substantial continuous water channel with vegetated banks runs vertically through the image beneath a bridge.,True,0.99,A substantial dark-water river runs vertically through the image beneath a road bridge.
gated_highres,river,23,0.5627003908157349,w779794914_US_18,An aerial image. It shows: Residential road with bridge.,/data/tessera_dataset/image-emb-text/images2/w779794914_US_18.jpg,-84.5733603795874,42.16670608624477,79,4,0.99,A clearly visible winding brown river or stream passes through dense green vegetation and beneath two roads.,True,0.98,A winding brown-water stream is visibly crossed by a road bridge.
gated_highres,river,24,0.5627003908157349,w822638586_US_19,An aerial image. It shows: Cycleway with embankment.,/data/tessera_dataset/image-emb-text/images5/w822638586_US_19.jpg,-74.57134148607805,40.47126405999599,28,3,0.9,A long narrow water channel with parallel banks runs through trees beside a road.,True,0.98,A narrow continuous dark-water channel runs alongside a tree-lined road.
gated_highres,river,25,0.5627003908157349,w1067964780_US_18,An aerial image. It shows: Tertiary road passing over bridge.,/data/tessera_dataset/image-emb-text/images4/w1067964780_US_18.jpg,-88.48978278813337,43.50180283820647,55,3,0.91,Natural-looking dark watercourse bordered by trees and crossed by a straight bridge or road.,True,0.99,A broad dark-water river crosses horizontally beneath a road bridge.
gated_highres,river,26,0.5627003908157349,a147174823_CH_20,An aerial image. It shows: Serene pond surrounded by nature.,/data/tessera_dataset/image-emb-text/images6/a147174823_CH_20.jpg,7.18111145,47.45682805,66,4,0.96,"A wide, continuous muddy water channel with distinct vegetated banks fills most of the image.",True,0.8,An elongated muddy-water watercourse with vegetated natural banks occupies most of the image.
gated_highres,river,27,0.5627003908157349,w295876738_US_21,An aerial image. It shows: Abandoned railway bridge.,/data/tessera_dataset/image-emb-text/images5/w295876738_US_21.jpg,-93.13634843692898,42.75435625186765,35,3,0.94,Clearly visible sinuous branching watercourse meanders across open grassland and passes beneath a bridge.,True,0.98,"Several connected, winding dark-water stream channels cross open grassland and pass beneath a road."
gated_highres,river,28,0.5627003908157349,a164656394_US_20,An aerial image. It shows: River flowing through natural water landscape.,/data/tessera_dataset/image-emb-text/images6/a164656394_US_20.jpg,-93.90934436796704,29.97107282413054,8,4,0.97,A narrow natural river or stream forms pronounced meanders across open marshy terrain.,True,0.99,A strongly meandering dark-water river channel is clearly visible through marshy vegetation.
gated_highres,river,29,0.5627003908157349,w433173964_US_18,An aerial image. It shows: Path on bridge designed for nordic skiing.,/data/tessera_dataset/image-emb-text/images4/w433173964_US_18.jpg,-120.28721403400785,39.36861106221606,43,4,0.97,"A narrow, strongly meandering natural stream or river channel is clearly visible crossing the open landscape.",True,0.98,"A narrow, sinuous dark-water stream winds across open dry grassland."
gated_highres,river,30,0.5627003908157349,a801311761_US_21,An aerial image. It shows: Water hazard on golf course. The hazard is natural water feature.,/data/tessera_dataset/image-emb-text/images5/a801311761_US_21.jpg,-80.8923269951126,32.21543130121696,89,3,0.9,A narrow natural-looking channel visibly meanders through a broad muddy or marshy floodplain.,True,0.9,"A branching, meandering channel is visible across a broad exposed gray riverbed or floodplain."
gated_highres,river,31,0.5627003908157349,w591279569_US_20,An aerial image. It shows: Beautiful view of river.,/data/tessera_dataset/image-emb-text/images6/w591279569_US_20.jpg,-91.72765386929431,45.01232319196328,23,3,0.89,A broad dark water channel with opposing wooded banks is clearly visible.,True,0.98,A broad dark water channel runs through dense tree cover.
gated_highres,river,32,0.5627003908157349,a1081892642_US_20,"An aerial image. It shows: Lateral water hazard on golf course, with natural water.",/data/tessera_dataset/image-emb-text/images5/a1081892642_US_20.jpg,-78.5104869691404,33.92474660184851,52,3,0.88,"Long, narrow, continuous dark watercourse with irregular wooded banks beside open maintained land.",True,0.97,"A long, continuous dark waterway borders woodland and a golf course."
gated_highres,river,33,0.5627003908157349,a305798290_US_17,An aerial image. It shows: Canal with water flowing through it.,/data/tessera_dataset/image-emb-text/images6/a305798290_US_17.jpg,-122.36381354056137,48.326929106270256,13,3,0.87,"A broad flowing waterway curves across farmland, though straight embankments and adjacent drainage channels suggest substantial modification.",True,0.99,A wide turquoise river channel is clearly visible between agricultural fields.
gated_highres,river,34,0.5627003908157349,a925313663_US_18,An aerial image. It shows: River flowing through natural landscape.,/data/tessera_dataset/image-emb-text/images5/a925313663_US_18.jpg,-119.02312445,36.4085784,18,3,0.86,"A long, narrow, dark natural-looking watercourse follows a vegetated corridor through dry land, though it widens into a pond-like area at one end.",True,0.94,A narrow winding water channel is visible through dry vegetated land.
gated_highres,river,35,0.5627003908157349,w1073636415_US_19,An aerial image. It shows: Trail path.,/data/tessera_dataset/image-emb-text/images7/w1073636415_US_19.jpg,-110.40372326019474,43.63823355534872,30,3,0.86,"A winding natural channel with branching shallow flows is visible across open terrain, consistent with a small river or stream.",True,0.86,A small winding stream channel is visibly present amid vegetation and exposed ground.
gated_highres,river,36,0.5627003908157349,w222875561_CH_19,An aerial image. It shows: Weir along the waterway.,/data/tessera_dataset/image-emb-text/images6/w222875561_CH_19.jpg,8.401835002886537,47.69532429255921,92,3,0.86,"Large flowing water surface with turbulent white water at a weir or low dam, consistent with a river.",True,0.91,Flowing water and a bright white-water cascade are visible within a channel.
gated_highres,river,37,0.5627003908157349,w8839023_US_18,An aerial image. It shows: Abandoned railway.,/data/tessera_dataset/image-emb-text/images2/w8839023_US_18.jpg,-72.1941032,42.1143047,53,3,0.85,"Clearly visible narrow, sinuous dark stream winding through dense vegetation.",True,0.9,A dark meandering watercourse is visible through dense green vegetation.
gated_highres,river,38,0.5627003908157349,w151626974_US_20,An aerial image. It shows: There is bridge in the image.,/data/tessera_dataset/image-emb-text/images7/w151626974_US_20.jpg,-99.09849722071648,42.85659340323016,62,3,0.84,"A broad muddy watercourse spans the image horizontally, with visible banks and a crossing or embankment meeting it.",True,0.96,A broad muddy water channel occupies the lower portion of the image.
gated_highres,river,39,0.5627003908157349,a23897709_FI_21,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images7/a23897709_FI_21.jpg,25.756804609367077,61.21878396214824,6,3,0.83,"A broad dark body of water lies between forested shores; it plausibly forms a river reach, though the crop could also depict a lake.",True,0.98,A wide dark river channel curves between wooded banks.
gated_highres,river,40,0.5627003908157349,w1020013265_US_21,An aerial image. It shows: Weir along the waterway.,/data/tessera_dataset/image-emb-text/images5/w1020013265_US_21.jpg,-72.79244025325691,43.2928503119328,33,3,0.83,"A narrow continuous dark watercourse visibly passes through vegetation and buildings, with a small crossing or structure.",True,0.96,A broad dark water channel passes alongside buildings and vegetation.
gated_highres,river,41,0.5627003908157349,w423969611_US_21,An aerial image. It shows: Unclassified road with bridge.,/data/tessera_dataset/image-emb-text/images4/w423969611_US_21.jpg,-102.76778126806688,38.0940535954569,46,3,0.82,"A broad muddy-green water channel with a natural vegetated bank runs diagonally through the image, plausibly a river, although only one reach is visible.",True,0.91,A broad continuous brown-green watercourse runs along the right side of the image beside vegetated banks.
gated_highres,river,42,0.5627003908157349,a644937892_US_20,An aerial image. It shows: Scrub vegetation covering the land.,/data/tessera_dataset/image-emb-text/images2/a644937892_US_20.jpg,-117.58674132382056,33.538424394271594,93,3,0.82,"A winding green water channel passes through marshy terrain, visibly forming a natural watercourse.",True,0.96,A wide green water channel visibly curves across the scene with natural-looking vegetated banks.
gated_highres,river,43,0.5627003908157349,a24268784_FI_19,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images2/a24268784_FI_19.jpg,27.618800065421794,62.41487453512728,41,3,0.78,"Large elongated natural water channel bordered by dense forest, consistent with a broad river reach, though its full shape is cropped.",True,0.72,"A large dark, elongated and curving watercourse is enclosed by dense forest."
gated_highres,river,44,0.5627003908157349,a914030762_US_21,An aerial image. It shows: Scenic view of water hazard on golf course. The natural water feature adds beauty to the landscape.,/data/tessera_dataset/image-emb-text/images4/a914030762_US_21.jpg,-75.88366065,44.0483836,63,3,0.78,"Dark, narrow water channels visibly wind through a grassy wetland, though the channel is small and partly fragmented.",True,0.78,A narrow dark watercourse visibly runs through the grassy terrain and connects toward a wider channel at the top.
gated_highres,river,45,0.5627003908157349,a621841213_US_19,An aerial image. It shows: Reservoir area.,/data/tessera_dataset/image-emb-text/images6/a621841213_US_19.jpg,-106.71018126654076,46.13061044676799,80,2,0.96,"A large clearly visible water body occupies the lower-right area, but the broad enclosed shoreline appears lake-like rather than riverine.",False,0.9,"The visible water body is a compact, enclosed pond-like basin rather than a continuous river channel."
gated_highres,river,46,0.5627003908157349,a274918864_FI_22,An aerial image. It shows: Canal with water flowing through it.,/data/tessera_dataset/image-emb-text/images6/a274918864_FI_22.jpg,26.252627723237545,61.078389774098376,87,2,0.91,"Prominent long, straight waterway with uniform banks through forest; clearly water but strongly canal-like rather than a natural river.",False,0.95,"The image shows a straight, uniform engineered canal with parallel embankments."
gated_highres,river,47,0.5627003908157349,w1133599265_US_21,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images5/w1133599265_US_21.jpg,-116.53034467706256,43.53052175019188,11,2,0.9,"A broad, curving water channel is visible, but its uniform width and reinforced banks make it appear engineered rather than clearly a river.",False,0.94,The curved waterway has clearly engineered parallel banks and looks like a canal or channel.
gated_highres,river,48,0.5627003908157349,w714131384_US_21,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images7/w714131384_US_21.jpg,-119.30553695792725,46.26262505633676,9,2,0.89,"A narrow straight-to-curving water channel is visible, but its engineered banks and adjacent construction make it appear more like a canal or drainage channel than a natural river.",False,0.95,"A narrow, highly uniform engineered channel runs beside developed ground and roads."
gated_highres,river,49,0.5627003908157349,w943552027_CH_21,An aerial image. It shows: Culvert tunnel.,/data/tessera_dataset/image-emb-text/images5/w943552027_CH_21.jpg,7.5771355,47.3499059,74,2,0.89,"A substantial dark water surface is clearly visible, but its compact shape and enclosed wooded banks suggest a pond rather than a river.",False,0.86,"The dark water is a small enclosed pond-like area surrounded by trees, with no visible flowing channel."
gated_highres,river,50,0.5627003908157349,w398065210_US_21,"An aerial image. It shows: Bridge over abandoned railway. The road is cycleway, and the abandoned railway has been converted into rail-trail.",/data/tessera_dataset/image-emb-text/images6/w398065210_US_21.jpg,-120.5193989746844,46.9987707334805,50,2,0.88,"A narrow straight water channel is visible beside a path and industrial structures, but it appears more like a canal or drainage channel than a natural river.",False,0.91,The narrow water feature is a straight managed drainage or canal channel beside industrial buildings.
gated_highres,river,51,0.5627003908157349,w446362555_US_22,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images5/w446362555_US_22.jpg,-80.24936641002859,26.78385741733495,83,2,0.84,"A straight, dark water channel crosses the image, but its uniform engineered shape suggests a canal or drainage channel rather than a natural river.",True,0.93,"A dark, straight water channel runs horizontally through the image, crossed by a narrow road or bridge."
gated_highres,river,52,0.5627003908157349,a81395906_CH_20,An aerial image. It shows: Serene pond surrounded by nature.,/data/tessera_dataset/image-emb-text/images6/a81395906_CH_20.jpg,7.1894439439957,47.44316943724716,59,2,0.79,"Large expanse of open water fills nearly the entire image, but the cropped view provides no visible river shape or opposite banks.",True,0.78,Nearly the entire image is occupied by a broad continuous body of murky water with vegetated shoreline edges.
gated_highres,river,53,0.5627003908157349,w599462431_CH_20,An aerial image. It shows: Drain waterway.,/data/tessera_dataset/image-emb-text/images3/w599462431_CH_20.jpg,6.941154616486132,46.3148304328574,67,2,0.78,"A narrow dark water-filled channel or drainage ditch is clearly visible, but it appears too small and engineered to be an unambiguous river.",True,0.91,"A narrow dark watercourse is visibly confined between grassy banks, with a culvert or small bridge crossing it."
gated_highres,river,54,0.5627003908157349,w555571158_US_20,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images7/w555571158_US_20.jpg,-106.72403919949056,34.80925817695544,88,2,0.78,Narrow dark linear water channel runs through developed dry terrain; likely a canal or drainage waterway.,True,0.94,A dark linear canal or river runs diagonally between developed land and trees.
gated_highres,river,55,0.5627003908157349,w326694126_CH_20,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images3/w326694126_CH_20.jpg,7.370816042082117,46.22831127496378,14,2,0.76,"A narrow water channel bordered by vegetation is visible, but the small crop and nearby hard-edged structure make its type uncertain.",True,0.9,A pale green-blue narrow water channel is clearly visible between dense vegetation and a building.
gated_highres,river,56,0.5627003908157349,n9197842709_US_19,An aerial image. It shows: Sluice gate on the waterway.,/data/tessera_dataset/image-emb-text/images6/n9197842709_US_19.jpg,-118.51287444354767,40.022977965962895,40,2,0.76,"A narrow muddy-green linear water channel is visible along the lower-right edge, but its extent and natural river form are unclear.",True,0.88,"A narrow dark watercourse runs across the dry landscape, with another larger water channel visible along the lower edge."
gated_highres,river,57,0.5627003908157349,w421861967_US_19,An aerial image. It shows: Abandoned railway running parallel to service road with asphalt surface.,/data/tessera_dataset/image-emb-text/images7/w421861967_US_19.jpg,-75.75903461809932,40.88433481541695,56,2,0.76,"Narrow dark linear feature through woods appears to contain water, but visibility and continuity are limited.",True,0.92,"A dark winding stream is visible through wooded terrain, alongside a road and bridge crossing."
gated_highres,river,58,0.5627003908157349,a1167167918_US_19,An aerial image. It shows: Dam across waterway.,/data/tessera_dataset/image-emb-text/images7/a1167167918_US_19.jpg,-94.29733370912862,35.35102102145304,81,2,0.76,Broad muddy water crossed by a large dam-like structure; flowing river context is plausible but the visible water could be an impoundment or reservoir.,True,0.96,"A very broad waterway is visible on both sides of a long dam or bridge structure, including flowing or disturbed water beside it."
gated_highres,river,59,0.5627003908157349,a1113077190_US_21,"An aerial image. It shows: Water hazard in golf course, with natural water features.",/data/tessera_dataset/image-emb-text/images4/a1113077190_US_21.jpg,-86.72394921999546,35.82425788203461,60,2,0.72,"Thin, winding dark drainage or stream channel is visible across grassy terrain, though it is small and partly obscured.",True,0.9,A narrow meandering dark stream runs through a vegetated strip beside a road.
gated_highres,river,60,0.5627003908157349,w688036327_CH_20,An aerial image. It shows: Culvert tunnel.,/data/tessera_dataset/image-emb-text/images5/w688036327_CH_20.jpg,7.163524727932582,47.47044128104952,94,2,0.7,"Dark water occupies the left side beside a densely vegetated bank, but too little of its shape is visible to identify it clearly as a river.",True,0.82,A dark water body or channel occupies the left side of the image alongside a dense vegetated bank.
gated_highres,river,61,0.5627003908157349,w50714411_US_21,An aerial image. It shows: Beautiful river scene.,/data/tessera_dataset/image-emb-text/images7/w50714411_US_21.jpg,-93.5066627,41.5628408,25,2,0.67,"Water borders a broad sandy bank, but the limited view could depict a riverbank, lake shore, or coast.",True,0.62,A broad dark water channel is visible beside a sandy bank and trees.
gated_highres,river,62,0.5627003908157349,w119449651_US_19,An aerial image. It shows: Abandoned railway bridge.,/data/tessera_dataset/image-emb-text/images4/w119449651_US_19.jpg,-74.29544070687302,44.86157482454219,65,2,0.67,"A dark, narrow linear corridor between trees may contain a stream, but shadows and canopy obscure the surface.",True,0.81,A narrow dark watercourse runs through dense trees and passes beneath a road bridge.
gated_highres,river,63,0.5627003908157349,a128476058_CH_19,An aerial image. It shows: Pond surrounded by natural water.,/data/tessera_dataset/image-emb-text/images3/a128476058_CH_19.jpg,8.794590656595751,47.351534029291216,2,2,0.66,"A narrow dark water-like channel is visible between pale banks and trees, but heavy shadow makes its identity ambiguous.",True,0.9,"A clearly defined dark, elongated water channel is bordered by vegetated banks."
gated_highres,river,64,0.5627003908157349,w99595758_US_21,An aerial image. It shows: Scene featuring rapids in waterway.,/data/tessera_dataset/image-emb-text/images2/w99595758_US_21.jpg,-69.99692323188955,46.69943018025366,42,2,0.66,"Dark water is visible between irregular wooded or marshy landforms, but the low-resolution crop does not clearly establish a continuous river channel.",True,0.78,Dark water forms a narrow continuous channel through dense shoreline vegetation.
gated_highres,river,65,0.5627003908157349,w32651048_CH_20,An aerial image. It shows: Path on bridge.,/data/tessera_dataset/image-emb-text/images6/w32651048_CH_20.jpg,6.5441587,46.5115269,73,2,0.66,"A narrow dark reflective strip is visible among dense woodland, plausibly a small stream or river channel.",True,0.57,A narrow pale-to-dark linear watercourse is visible along the right side amid dense vegetation.
gated_highres,river,66,0.5627003908157349,a113754438_US_17,An aerial image. It shows: Dam along waterway.,/data/tessera_dataset/image-emb-text/images4/a113754438_US_17.jpg,-76.10653805000001,40.60851,84,2,0.64,"Water is visible beside a long barrier or weir, but the tiny crop does not show a recognizable river channel.",False,0.57,"Open water and a dock-like structure are visible, but the visible pixels do not establish a river rather than another water body."
gated_highres,river,67,0.5627003908157349,a222359060_US_21,An aerial image. It shows: Lake with natural water.,/data/tessera_dataset/image-emb-text/images7/a222359060_US_21.jpg,-82.58521275,28.10223095,21,2,0.62,"Dark water beside an irregular vegetated shoreline, but the crop does not reveal whether it is a river or another water body.",False,0.54,"A dark water area and shoreline are visible, but there is insufficient visible channel structure to identify it as a river."
gated_highres,river,68,0.5627003908157349,w966273203_FI_17,An aerial image. It shows: Path leading to bridge.,/data/tessera_dataset/image-emb-text/images6/w966273203_FI_17.jpg,25.184113746325774,64.8396309148038,61,2,0.62,"A narrow, dark, sinuous feature runs through dense trees, plausibly a small stream, but it is heavily obscured by canopy.",True,0.9,A narrow winding dark stream runs through vegetation beside grassy land and paths.
gated_highres,river,69,0.5627003908157349,w782443240_US_21,An aerial image. It shows: Aqueduct bridge over canal.,/data/tessera_dataset/image-emb-text/images6/w782443240_US_21.jpg,-116.360829764507,43.70062801786237,69,2,0.61,"Dark water is visible along the right edge and may continue through the tree-covered center, but the channel form is mostly obscured.",True,0.76,"A narrow dark watercourse passes through trees, with a crossing visible near the center."
gated_highres,river,70,0.5627003908157349,a253047508_FI_19,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images2/a253047508_FI_19.jpg,26.92757260647177,62.59010814692536,20,1,0.98,"A broad dark water body enclosed by forested shores appears lake-like, without a visible flowing channel.",False,0.94,A compact enclosed pond-like water body is surrounded by trees and does not show a river channel.
gated_highres,river,71,0.5627003908157349,a997267429_US_21,An aerial image. It shows: Reservoir of water.,/data/tessera_dataset/image-emb-text/images6/a997267429_US_21.jpg,-98.7326996131786,35.04010743929814,34,1,0.98,"Large enclosed, regular-edged muddy pond or reservoir with no visible river channel.",False,0.98,"A broad, enclosed muddy water body with an irregular shoreline is visible; no through-flowing river channel is apparent."
gated_highres,river,72,0.5627003908157349,a488974063_US_20,An aerial image. It shows: Pond with natural water.,/data/tessera_dataset/image-emb-text/images7/a488974063_US_20.jpg,-85.8186631800701,43.637593976888,19,1,0.97,"A compact dark water body enclosed by vegetation appears to be a pond or small lake, with no visible river continuation.",False,0.99,"The image shows a dark, enclosed pond or small lake surrounded by dense vegetation."
gated_highres,river,73,0.5627003908157349,a685334225_US_21,An aerial image. It shows: Pond surrounded by natural water.,/data/tessera_dataset/image-emb-text/images7/a685334225_US_21.jpg,-81.82427025612253,35.03243666099302,31,1,0.96,Small enclosed dark-water pond surrounded by dense trees; no visible flowing river channel.,False,0.98,"A small enclosed water body is visible amid trees and scrub, without a continuous river course."
gated_highres,river,74,0.5627003908157349,w706300286_US_21,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images4/w706300286_US_21.jpg,-119.3731245,46.2079944,54,1,0.96,"Straight-edged, engineered water channel with uniform width, more visibly consistent with a canal than a river.",True,0.86,"A wide, continuous curved water channel runs through the image and extends beyond both image edges."
gated_highres,river,75,0.5627003908157349,w839175951_US_19,An aerial image. It shows: Canal.,/data/tessera_dataset/image-emb-text/images2/w839175951_US_19.jpg,-108.58403519974344,43.31747643657585,15,1,0.95,"Only a narrow, highly regular channel or drainage ditch is visible in dry terrain.",True,0.9,"A narrow continuous watercourse crosses horizontally through the scene, bounded by embankments."
gated_highres,river,76,0.5627003908157349,a383796341_US_20,An aerial image. It shows: Pond surrounded by natural water.,/data/tessera_dataset/image-emb-text/images7/a383796341_US_20.jpg,-84.48042670000001,44.22992745,27,1,0.94,An enclosed dark water body surrounded by trees appears to be a pond or small lake rather than a river.,False,0.99,"A dark, enclosed pond is surrounded by forest on all visible sides."
