system,query,rank,gate_global_weight,sample_id,source_title,image_path,center_lon,center_lat
gated_highres,container ship,12,0.5933382511138916,w38966030_FI_20,An aerial image. It shows: Breakwater structure.,/data/tessera_dataset/image-emb-text/images2/w38966030_FI_20.jpg,24.963028494838447,60.17734600977586
gated_highres,container ship,13,0.5933382511138916,w404795002_US_19,An aerial image. It shows: Breakwater structure.,/data/tessera_dataset/image-emb-text/images7/w404795002_US_19.jpg,-123.0146936696165,48.53996177886465
gated_highres,container ship,14,0.5933382511138916,w1080422118_US_19,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images7/w1080422118_US_19.jpg,-84.7097273162115,34.11213511729569
gated_highres,container ship,15,0.5933382511138916,w233568601_US_21,An aerial image. It shows: Railway yard used for servicing trains.,/data/tessera_dataset/image-emb-text/images5/w233568601_US_21.jpg,-87.69867279091667,41.75070830926916
gated_highres,container ship,16,0.5933382511138916,w401969895_CH_18,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images4/w401969895_CH_18.jpg,8.771849719185703,46.15008625295961
gated_highres,container ship,17,0.5933382511138916,n3786395144_US_19,An aerial image. It shows: Railway level crossing.,/data/tessera_dataset/image-emb-text/images7/n3786395144_US_19.jpg,-122.32820860432207,47.55760259401075
gated_highres,container ship,18,0.5933382511138916,a962801725_CH_20,An aerial image. It shows: Industrial building.,/data/tessera_dataset/image-emb-text/images5/a962801725_CH_20.jpg,6.9737092,46.2439659
gated_highres,container ship,19,0.5933382511138916,a1030549690_US_17,An aerial image. It shows: Post depot building.,/data/tessera_dataset/image-emb-text/images7/a1030549690_US_17.jpg,-122.32315911007633,47.22732851077759
gated_highres,container ship,20,0.5933382511138916,w628736321_US_21,An aerial image. It shows: Lock gate along waterway.,/data/tessera_dataset/image-emb-text/images7/w628736321_US_21.jpg,-90.14880115134403,38.86729288369952
gated_highres,container ship,21,0.5933382511138916,a1144582651_US_20,An aerial image. It shows: Commercial building.,/data/tessera_dataset/image-emb-text/images6/a1144582651_US_20.jpg,-90.16234254232657,32.23496572306354
gated_highres,container ship,22,0.5933382511138916,w725951923_US_20,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images7/w725951923_US_20.jpg,-120.14092821261957,39.16774144977961
gated_highres,container ship,23,0.5933382511138916,w1011457960_US_21,An aerial image. It shows: Breakwater structure.,/data/tessera_dataset/image-emb-text/images2/w1011457960_US_21.jpg,-74.0717331,40.6287297
gated_highres,container ship,24,0.5933382511138916,w80513451_US_21,An aerial image. It shows: Floating barrier on the waterway.,/data/tessera_dataset/image-emb-text/images2/w80513451_US_21.jpg,-85.08442586560804,35.23159038877938
gated_highres,container ship,25,0.5933382511138916,a79584436_US_17,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images6/a79584436_US_17.jpg,-122.3408502844106,47.54880748690656
gated_highres,container ship,26,0.5933382511138916,a416466700_US_19,An aerial image. It shows: Dock located along the waterway.,/data/tessera_dataset/image-emb-text/images7/a416466700_US_19.jpg,-122.39587961745033,47.26872899652282
gated_highres,container ship,27,0.5933382511138916,w92349276_CH_19,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images7/w92349276_CH_19.jpg,8.977667882655807,47.66492579344445
gated_highres,container ship,28,0.5933382511138916,n356540307_US_19,An aerial image. It shows: Dock located along the waterway.,/data/tessera_dataset/image-emb-text/images5/n356540307_US_19.jpg,-122.38947022185363,47.276617348150396
gated_highres,container ship,29,0.5933382511138916,w898567876_US_20,An aerial image. It shows: Railway track.,/data/tessera_dataset/image-emb-text/images2/w898567876_US_20.jpg,-117.4238953,34.2265747
gated_highres,container ship,30,0.5933382511138916,a365017913_US_17,An aerial image. It shows: Industrial area.,/data/tessera_dataset/image-emb-text/images6/a365017913_US_17.jpg,-75.12888375,39.93577205
gated_highres,container ship,31,0.5933382511138916,w145348065_US_20,An aerial image. It shows: Railway siding for service.,/data/tessera_dataset/image-emb-text/images6/w145348065_US_20.jpg,-105.77214762821995,31.23302593033174
gated_highres,container ship,32,0.5933382511138916,w13898311_US_21,An aerial image. It shows: Railway siding with rails.,/data/tessera_dataset/image-emb-text/images7/w13898311_US_21.jpg,-113.56412953155403,42.77192326704163
gated_highres,container ship,33,0.5933382511138916,w158465101_US_19,An aerial image. It shows: Railway spur service.,/data/tessera_dataset/image-emb-text/images7/w158465101_US_19.jpg,-122.32844554773993,47.55801435666032
gated_highres,container ship,34,0.5933382511138916,w309657036_CH_18,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images4/w309657036_CH_18.jpg,8.766384621467388,46.153874902217694
gated_highres,container ship,35,0.5933382511138916,w871973314_US_17,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images3/w871973314_US_17.jpg,-122.3685096,47.585259
gated_highres,container ship,36,0.5933382511138916,a705214906_US_19,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images6/a705214906_US_19.jpg,-75.13919569953737,39.95036356567488
gated_highres,container ship,37,0.5933382511138916,a231289347_US_19,An aerial image. It shows: Warehouse.,/data/tessera_dataset/image-emb-text/images7/a231289347_US_19.jpg,-122.32882801043752,47.54217246447092
gated_highres,container ship,38,0.5933382511138916,n5264647136_US_21,An aerial image. It shows: Slipway on leisure land.,/data/tessera_dataset/image-emb-text/images7/n5264647136_US_21.jpg,-88.56224149287172,30.34566661554821
gated_highres,container ship,39,0.5933382511138916,n1493609430_CH_20,An aerial image. It shows: Recycling facility.,/data/tessera_dataset/image-emb-text/images5/n1493609430_CH_20.jpg,6.964969203499416,46.06816854261639
gated_highres,container ship,40,0.5933382511138916,a396819803_US_20,An aerial image. It shows: Warehouse.,/data/tessera_dataset/image-emb-text/images7/a396819803_US_20.jpg,-118.05007144375931,33.955401568279584
gated_highres,container ship,41,0.5933382511138916,w458946582_US_20,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images5/w458946582_US_20.jpg,-122.63602484311036,38.9452197643516
gated_highres,container ship,42,0.5933382511138916,a614125644_US_21,An aerial image. It shows: Man-made bridge.,/data/tessera_dataset/image-emb-text/images6/a614125644_US_21.jpg,-73.81038883486212,40.59594884391984
gated_highres,container ship,43,0.5933382511138916,n5324844922_US_19,An aerial image. It shows: Railway yard.,/data/tessera_dataset/image-emb-text/images7/n5324844922_US_19.jpg,-83.39846879891226,41.15070047350416
gated_highres,container ship,44,0.5933382511138916,w457239099_US_21,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images7/w457239099_US_21.jpg,-87.43645950078064,34.78414910623036
gated_highres,container ship,45,0.5933382511138916,w1011441258_US_19,An aerial image. It shows: Ruined pier made by man.,/data/tessera_dataset/image-emb-text/images3/w1011441258_US_19.jpg,-74.06603959521769,40.61884268555302
gated_highres,container ship,46,0.5933382511138916,a391071089_US_19,An aerial image. It shows: Building that serves as post depot.,/data/tessera_dataset/image-emb-text/images3/a391071089_US_19.jpg,-75.02482095920205,39.869121121248384
gated_highres,container ship,47,0.5933382511138916,w379488807_US_20,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images7/w379488807_US_20.jpg,-83.5621002,42.2045051
gated_highres,container ship,48,0.5933382511138916,w10250203_US_20,"An aerial image. It shows: Slipway on service road, used as leisure land.",/data/tessera_dataset/image-emb-text/images3/w10250203_US_20.jpg,-124.1828676641103,41.74181762338557
gated_highres,container ship,49,0.5933382511138916,w491779884_US_21,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images4/w491779884_US_21.jpg,-81.05242678563025,29.28000886998269
gated_highres,container ship,50,0.5933382511138916,n5138942656_US_19,An aerial image. It shows: Marina on leisure land.,/data/tessera_dataset/image-emb-text/images7/n5138942656_US_19.jpg,-76.7117116,43.3435223
gated_highres,container ship,51,0.5933382511138916,w27460522_US_21,An aerial image. It shows: Lock gate on waterway.,/data/tessera_dataset/image-emb-text/images3/w27460522_US_21.jpg,-120.69682858071201,45.71962952114524
gated_highres,container ship,52,0.5933382511138916,n9966616389_US_22,An aerial image. It shows: Power pole.,/data/tessera_dataset/image-emb-text/images7/n9966616389_US_22.jpg,-84.42704534543611,30.486621870256542
gated_highres,container ship,53,0.5933382511138916,w97095262_FI_21,An aerial image. It shows: Siding railway line with electrified contact line for the trains.,/data/tessera_dataset/image-emb-text/images7/w97095262_FI_21.jpg,22.7863095,63.5935818
gated_highres,container ship,54,0.5933382511138916,w38491095_FI_21,An aerial image. It shows: Primary road with asphalt surface.,/data/tessera_dataset/image-emb-text/images4/w38491095_FI_21.jpg,24.67606356978787,62.01470925750749
gated_highres,container ship,55,0.5933382511138916,w792708926_US_21,An aerial image. It shows: Movable bascule bridge for railway traffic. It is electrified with contact line.,/data/tessera_dataset/image-emb-text/images6/w792708926_US_21.jpg,-73.59413317868888,41.03087507242691
gated_highres,container ship,56,0.5933382511138916,w1083421036_US_18,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images4/w1083421036_US_18.jpg,-120.13129974607034,39.176604315972796
gated_highres,container ship,57,0.5933382511138916,w544688930_US_21,An aerial image. It shows: Rail spur service.,/data/tessera_dataset/image-emb-text/images7/w544688930_US_21.jpg,-81.83081098074345,30.386887793641968
gated_highres,container ship,58,0.5933382511138916,w7906216_US_21,An aerial image. It shows: Railway yard in service.,/data/tessera_dataset/image-emb-text/images7/w7906216_US_21.jpg,-88.04704972791441,30.719966149723984
gated_highres,container ship,59,0.5933382511138916,w224937755_US_18,An aerial image. It shows: Rail spur service.,/data/tessera_dataset/image-emb-text/images4/w224937755_US_18.jpg,-84.59596903753175,37.05792916652579
gated_highres,container ship,60,0.5933382511138916,a509733229_US_21,An aerial image. It shows: Man-made bridge.,/data/tessera_dataset/image-emb-text/images7/a509733229_US_21.jpg,-92.86005420000001,41.2819257
gated_highres,container ship,61,0.5933382511138916,n1263607745_FI_20,An aerial image. It shows: Slipway on leisure land.,/data/tessera_dataset/image-emb-text/images3/n1263607745_FI_20.jpg,24.9434200634246,60.176839891071154
gated_highres,container ship,62,0.5933382511138916,w614978148_US_18,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images6/w614978148_US_18.jpg,-120.1431631,39.1521992
gated_highres,container ship,63,0.5933382511138916,w358724695_US_21,An aerial image. It shows: Railway yard in service.,/data/tessera_dataset/image-emb-text/images5/w358724695_US_21.jpg,-90.37671603998197,40.920697576845356
gated_highres,container ship,64,0.5933382511138916,n6466301763_CH_19,An aerial image. It shows: Car wash facility.,/data/tessera_dataset/image-emb-text/images2/n6466301763_CH_19.jpg,9.532422490120116,46.809109779161034
gated_highres,container ship,65,0.5933382511138916,w174245103_US_20,An aerial image. It shows: Railway siding for service.,/data/tessera_dataset/image-emb-text/images6/w174245103_US_20.jpg,-116.96182749342202,44.02511871530288
gated_highres,container ship,66,0.5933382511138916,n6117698069_US_20,An aerial image. It shows: Railway spur junction.,/data/tessera_dataset/image-emb-text/images4/n6117698069_US_20.jpg,-117.85743340955986,33.80501497997684
gated_highres,container ship,67,0.5933382511138916,w1017443204_US_21,An aerial image. It shows: Rail spur service.,/data/tessera_dataset/image-emb-text/images7/w1017443204_US_21.jpg,-88.3212971,41.4155089
gated_highres,container ship,68,0.5933382511138916,w859499917_US_19,An aerial image. It shows: Swing bridge for cycleway.,/data/tessera_dataset/image-emb-text/images3/w859499917_US_19.jpg,-122.35359124458353,47.57144319455557
gated_highres,container ship,69,0.5933382511138916,a980515452_CH_20,An aerial image. It shows: Industrial area with warehouse.,/data/tessera_dataset/image-emb-text/images2/a980515452_CH_20.jpg,7.302533271367555,46.21637289222828
gated_highres,container ship,70,0.5933382511138916,w900878270_US_22,An aerial image. It shows: Siding service.,/data/tessera_dataset/image-emb-text/images5/w900878270_US_22.jpg,-80.29520136824894,27.378461644952484
gated_highres,container ship,71,0.5933382511138916,n8372584323_US_21,An aerial image. It shows: Silo.,/data/tessera_dataset/image-emb-text/images2/n8372584323_US_21.jpg,-101.71401897628141,39.7647808966618
gated_highres,container ship,72,0.5933382511138916,w33871386_US_21,An aerial image. It shows: Railway yard used for servicing trains.,/data/tessera_dataset/image-emb-text/images5/w33871386_US_21.jpg,-87.69855823624329,41.75064294276943
gated_highres,container ship,73,0.5933382511138916,w383469433_US_21,An aerial image. It shows: Railway siding for service.,/data/tessera_dataset/image-emb-text/images4/w383469433_US_21.jpg,-81.26539317746062,36.89406256858584
gated_highres,container ship,74,0.5933382511138916,a803675198_FI_18,An aerial image. It shows: Marina with sanitary dump station available.,/data/tessera_dataset/image-emb-text/images3/a803675198_FI_18.jpg,28.093659750276174,63.205709517805076
gated_highres,container ship,75,0.5933382511138916,w738644609_US_21,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images4/w738644609_US_21.jpg,-73.92872025985437,40.588667759632685
gated_highres,container ship,76,0.5933382511138916,w38966029_FI_20,An aerial image. It shows: Breakwater structure.,/data/tessera_dataset/image-emb-text/images2/w38966029_FI_20.jpg,24.962266739014872,60.17740333585411
gated_highres,container ship,77,0.5933382511138916,w1083423142_US_20,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images7/w1083423142_US_20.jpg,-120.1402846,39.1653149
gated_highres,container ship,78,0.5933382511138916,a16786769_FI_20,An aerial image. It shows: Ferry terminal station with block building.,/data/tessera_dataset/image-emb-text/images3/a16786769_FI_20.jpg,24.92201399560763,60.15421715893385
gated_highres,container ship,79,0.5933382511138916,a871767640_US_20,An aerial image. It shows: Industrial building used for cooling purposes.,/data/tessera_dataset/image-emb-text/images3/a871767640_US_20.jpg,-87.07744644456632,37.445651564953025
gated_highres,container ship,80,0.5933382511138916,w970600675_CH_19,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images4/w970600675_CH_19.jpg,8.9180708,47.2253313
gated_highres,container ship,81,0.5933382511138916,a38342008_US_20,An aerial image. It shows: Industrial building used as depot.,/data/tessera_dataset/image-emb-text/images3/a38342008_US_20.jpg,-121.90732729146274,37.31910028296559
gated_highres,container ship,82,0.5933382511138916,a637057789_US_19,An aerial image. It shows: Storage tank building.,/data/tessera_dataset/image-emb-text/images7/a637057789_US_19.jpg,-74.82240586699554,40.12987161093085
gated_highres,container ship,83,0.5933382511138916,w519774866_US_20,An aerial image. It shows: Railway siding with rails.,/data/tessera_dataset/image-emb-text/images7/w519774866_US_20.jpg,-83.11340396250833,42.447602930264395
gated_highres,container ship,84,0.5933382511138916,w168874141_FI_20,An aerial image. It shows: Pier with mooring facilities.,/data/tessera_dataset/image-emb-text/images4/w168874141_FI_20.jpg,25.238946170145745,60.250366445848556
gated_highres,container ship,85,0.5933382511138916,a396121517_US_21,An aerial image. It shows: Warehouse building used as post depot.,/data/tessera_dataset/image-emb-text/images4/a396121517_US_21.jpg,-111.79488881047104,33.26476461620949
gated_highres,container ship,86,0.5933382511138916,a987494383_US_19,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images6/a987494383_US_19.jpg,-74.00644840000001,40.687494099999995
gated_highres,container ship,87,0.5933382511138916,n9657855539_US_21,An aerial image. It shows: Dock by the waterway.,/data/tessera_dataset/image-emb-text/images5/n9657855539_US_21.jpg,-81.08869743550777,32.08442106576299
gated_highres,container ship,88,0.5933382511138916,n356541983_US_19,An aerial image. It shows: Dock located along the waterway.,/data/tessera_dataset/image-emb-text/images6/n356541983_US_19.jpg,-122.3734561,47.2695441
gated_highres,container ship,89,0.5933382511138916,w1083421040_US_20,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images4/w1083421040_US_20.jpg,-120.13265052352838,39.1754977760592
gated_highres,container ship,90,0.5933382511138916,w80513454_US_18,An aerial image. It shows: Floating barrier on the waterway.,/data/tessera_dataset/image-emb-text/images2/w80513454_US_18.jpg,-85.08458201920212,35.23005706227364
gated_highres,container ship,91,0.5933382511138916,w168874142_FI_20,An aerial image. It shows: Pier with mooring facilities.,/data/tessera_dataset/image-emb-text/images7/w168874142_FI_20.jpg,25.239226906126497,60.250855856593816
gated_highres,container ship,92,0.5933382511138916,n4263544707_US_19,An aerial image. It shows: Slipway on leisure land.,/data/tessera_dataset/image-emb-text/images5/n4263544707_US_19.jpg,-82.9473556840371,34.953800105927314
gated_highres,container ship,93,0.5933382511138916,n11077773648_US_20,An aerial image. It shows: Railway yard.,/data/tessera_dataset/image-emb-text/images4/n11077773648_US_20.jpg,-90.21978906997266,38.71668189562348
gated_highres,container ship,94,0.5933382511138916,w1059370032_US_21,An aerial image. It shows: Railway track.,/data/tessera_dataset/image-emb-text/images2/w1059370032_US_21.jpg,-114.0307111,35.1921691
gated_highres,container ship,95,0.5933382511138916,n9408949153_US_20,An aerial image. It shows: Level crossing along the railway.,/data/tessera_dataset/image-emb-text/images7/n9408949153_US_20.jpg,-121.8586194,38.0217923
gated_highres,container ship,96,0.5933382511138916,w375251272_US_19,An aerial image. It shows: Railway yard in service.,/data/tessera_dataset/image-emb-text/images6/w375251272_US_19.jpg,-122.32784125639313,47.55742456443124
gated_highres,container ship,97,0.5933382511138916,w503873808_US_21,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images6/w503873808_US_21.jpg,-73.99736202755207,40.58850597854635
gated_highres,container ship,98,0.5933382511138916,w1083421041_US_20,An aerial image. It shows: Man-made pier.,/data/tessera_dataset/image-emb-text/images5/w1083421041_US_20.jpg,-120.13304324978004,39.17457438671963
gated_highres,container ship,99,0.5933382511138916,a1167167918_US_19,An aerial image. It shows: Dam across waterway.,/data/tessera_dataset/image-emb-text/images7/a1167167918_US_19.jpg,-94.29733370912862,35.351021021453036
gated_highres,container ship,100,0.5933382511138916,a416467659_US_19,An aerial image. It shows: Silo.,/data/tessera_dataset/image-emb-text/images2/a416467659_US_19.jpg,-122.36057045000001,47.267415
